City mpg,Classification,Driveline,Fuel Type,Highway mpg,Horsepower,Hybrid,ID,Make,Model Year,Year
19,Automatic transmission,Front-wheel drive,Gasoline,28,248,FALSE,2011 Honda Odyssey Touring Elite,Honda,2011 Honda Odyssey,2011
11,Automatic transmission,Rear-wheel drive,Gasoline,16,324,FALSE,2011 GMC Savana Passenger 3500 Extended Wheelbase LS,GMC,2011 GMC Savana,2011
11,Automatic transmission,Rear-wheel drive,Gasoline,16,324,FALSE,2011 GMC Savana Passenger 3500 Extended Wheelbase LT,GMC,2011 GMC Savana,2011
15,Automatic transmission,Rear-wheel drive,Gasoline,20,195,FALSE,2011 GMC Savana Cargo 1500,GMC,2011 GMC Savana,2011
10,Automatic transmission,Rear-wheel drive,E85,13,310,FALSE,2011 GMC Savana Cargo 1500 5.3L,GMC,2011 GMC Savana,2011
10,Automatic transmission,All-wheel drive,E85,13,310,FALSE,2011 GMC Savana Cargo 1500 AWD,GMC,2011 GMC Savana,2011
8,Automatic transmission,Rear-wheel drive,E85,12,280,FALSE,2011 GMC Savana Cargo 2500,GMC,2011 GMC Savana,2011
8,Automatic transmission,Rear-wheel drive,E85,12,324,FALSE,2011 GMC Savana Cargo 2500 6L,GMC,2011 GMC Savana,2011
10,Automatic transmission,Rear-wheel drive,E85,14,302,FALSE,2010 GMC Sierra 1500 Long Box WT 2WD 4.8L,GMC,2010 GMC Sierra 1500,2010
10,Automatic transmission,Rear-wheel drive,Gasoline,16,280,FALSE,2011 GMC Savana Cargo 2500 Extended Wheelbase,GMC,2011 GMC Savana,2011
8,Automatic transmission,Rear-wheel drive,E85,12,280,FALSE,2011 GMC Savana Cargo 3500,GMC,2011 GMC Savana,2011
15,Automatic transmission,Rear-wheel drive,Gasoline,20,195,FALSE,2010 GMC Sierra 1500 Long Box WT 2WD,GMC,2010 GMC Sierra 1500,2010
8,Automatic transmission,Rear-wheel drive,E85,12,280,FALSE,2011 GMC Savana Cargo 3500 Extended Wheelbase,GMC,2011 GMC Savana,2011
21,Automatic transmission,All-wheel drive,Gasoline,27,170,FALSE,2011 Subaru Forester 2.5X AT,Subaru,2011 Subaru Forester,2011
21,Automatic transmission,All-wheel drive,Gasoline,27,170,FALSE,2011 Subaru Forester 2.5X Premium AT,Subaru,2011 Subaru Forester,2011
16,Automatic transmission,Front-wheel drive,Gasoline,23,244,FALSE,2010 Honda Odyssey LX,Honda,2010 Honda Odyssey,2010
16,Automatic transmission,Front-wheel drive,Gasoline,23,244,FALSE,2010 Honda Odyssey EX,Honda,2010 Honda Odyssey,2010
17,Automatic transmission,Front-wheel drive,Gasoline,25,244,FALSE,2010 Honda Odyssey EX-L,Honda,2010 Honda Odyssey,2010
17,Automatic transmission,Front-wheel drive,Gasoline,25,244,FALSE,2010 Honda Odyssey Touring,Honda,2010 Honda Odyssey,2010
10,Automatic transmission,Rear-wheel drive,E85,13,310,FALSE,2010 GMC Savana Passenger 1500 LS,GMC,2010 GMC Savana,2010
13,Automatic transmission,All-wheel drive,Gasoline,17,310,FALSE,2010 GMC Savana Passenger 1500 LS AWD,GMC,2010 GMC Savana,2010
10,Automatic transmission,Rear-wheel drive,E85,13,310,FALSE,2010 GMC Savana Passenger 1500 LT,GMC,2010 GMC Savana,2010
9,Automatic transmission,All-wheel drive,E85,12,310,FALSE,2010 GMC Savana Passenger 1500 LT AWD,GMC,2010 GMC Savana,2010
21,Manual transmission,Front-wheel drive,Gasoline,31,185,FALSE,2011 Suzuki Kizashi S,Suzuki,2011 Suzuki Kizashi,2011
20,Manual transmission,Front-wheel drive,Gasoline,29,185,FALSE,2011 Suzuki Kizashi Sport GTS,Suzuki,2011 Suzuki Kizashi,2011
15,Automatic transmission,Rear-wheel drive,Gasoline,20,195,FALSE,2010 GMC Savana Cargo 1500,GMC,2010 GMC Savana,2010
13,Automatic transmission,All-wheel drive,Gasoline,18,310,FALSE,2010 GMC Savana Cargo 1500 AWD,GMC,2010 GMC Savana,2010
21,Manual transmission,Front-wheel drive,Gasoline,31,185,FALSE,2010 Suzuki Kizashi S,Suzuki,2010 Suzuki Kizashi,2010
20,Manual transmission,Front-wheel drive,Gasoline,29,185,FALSE,2010 Suzuki Kizashi GTS,Suzuki,2010 Suzuki Kizashi,2010
20,Manual transmission,Front-wheel drive,Gasoline,29,185,FALSE,2010 Suzuki Kizashi SLS,Suzuki,2010 Suzuki Kizashi,2010
20,Manual transmission,Front-wheel drive,Gasoline,29,210,FALSE,2011 Saab 9-3 2.0T Aero Convertible MT,Saab,2011 Saab 9-3 Convertible,2011
20,Manual transmission,Front-wheel drive,Gasoline,29,210,FALSE,2011 Saab 9-3 2.0T Convertible,Saab,2011 Saab 9-3 Convertible,2011
19,Automatic transmission,Front-wheel drive,Gasoline,27,210,FALSE,2011 Saab 9-3 2.0T Convertible AT,Saab,2011 Saab 9-3 Convertible,2011
19,Automatic transmission,Front-wheel drive,Gasoline,27,210,FALSE,2011 Saab 9-3 2.0T Aero Convertible,Saab,2011 Saab 9-3 Convertible,2011
19,Automatic transmission,Front-wheel drive,Gasoline,27,210,FALSE,2010 Saab 9-3 2.0T Convertible AT,Saab,2010 Saab 9-3 Convertible,2010
20,Manual transmission,Front-wheel drive,Gasoline,29,210,FALSE,2010 Saab 9-3 2.0T Aero Convertible MT,Saab,2010 Saab 9-3 Convertible,2010
20,Manual transmission,Front-wheel drive,Gasoline,29,210,FALSE,2010 Saab 9-3 2.0T Convertible,Saab,2010 Saab 9-3 Convertible,2010
19,Automatic transmission,Front-wheel drive,Gasoline,27,210,FALSE,2010 Saab 9-3 2.0T Aero Convertible,Saab,2010 Saab 9-3 Convertible,2010
23,Manual transmission,Front-wheel drive,Gasoline,33,150,FALSE,2011 Suzuki SX4 Sport Sedan,Suzuki,2011 Suzuki SX4 Sedan,2011
23,Manual transmission,Front-wheel drive,Gasoline,32,150,FALSE,2011 Suzuki SX4 Sport Sedan S,Suzuki,2011 Suzuki SX4 Sedan,2011
23,Manual transmission,Front-wheel drive,Gasoline,33,150,FALSE,2011 Suzuki SX4 Sport Sedan LE,Suzuki,2011 Suzuki SX4 Sedan,2011
22,Manual transmission,Front-wheel drive,Gasoline,30,150,FALSE,2010 Suzuki SX4 Sportback GTS,Suzuki,2010 Suzuki SX4 Sportback,2010
22,Manual transmission,Front-wheel drive,Gasoline,30,150,FALSE,2011 Suzuki SX4 Sportback,Suzuki,2011 Suzuki SX4 Sportback,2011
22,Manual transmission,Front-wheel drive,Gasoline,30,150,FALSE,2011 Suzuki SX4 Sportback Technology,Suzuki,2011 Suzuki SX4 Sportback,2011
23,Manual transmission,Front-wheel drive,Gasoline,33,150,FALSE,2010 Suzuki SX4 Sport,Suzuki,2010 Suzuki SX4 Sedan,2010
23,Manual transmission,Front-wheel drive,Gasoline,32,150,FALSE,2010 Suzuki SX4 Sport S,Suzuki,2010 Suzuki SX4 Sedan,2010
23,Manual transmission,Front-wheel drive,Gasoline,33,150,FALSE,2010 Suzuki SX4 Sport LE,Suzuki,2010 Suzuki SX4 Sedan,2010
19,Automatic transmission,Front-wheel drive,Gasoline,28,210,FALSE,2011 Saab 9-3 2.0T Sport Sedan AT,Saab,2011 Saab 9-3 Sport Sedan,2011
19,Automatic transmission,Front-wheel drive,Gasoline,28,210,FALSE,2011 Saab 9-3 2.0T Aero Sport Sedan,Saab,2011 Saab 9-3 Sport Sedan,2011
21,Manual transmission,Front-wheel drive,Gasoline,31,210,FALSE,2011 Saab 9-3 2.0T Aero Sport Sedan MT,Saab,2011 Saab 9-3 Sport Sedan,2011
17,Automatic transmission,All-wheel drive,Gasoline,27,210,FALSE,2011 Saab 9-3 2.0T Aero Sport Sedan XWD,Saab,2011 Saab 9-3 Sport Sedan,2011
17,Automatic transmission,All-wheel drive,Gasoline,27,210,FALSE,2011 Saab 9-3 2.0T Sport Sedan XWD,Saab,2011 Saab 9-3 Sport Sedan,2011
21,Manual transmission,Front-wheel drive,Gasoline,31,210,FALSE,2011 Saab 9-3 2.0T Sport Sedan,Saab,2011 Saab 9-3 Sport Sedan,2011
20,Manual transmission,All-wheel drive,Gasoline,29,210,FALSE,2011 Saab 9-3 2.0T Aero Sport Sedan XWD MT,Saab,2011 Saab 9-3 Sport Sedan,2011
20,Manual transmission,All-wheel drive,Gasoline,29,210,FALSE,2011 Saab 9-3 2.0T Sport Sedan XWD MT,Saab,2011 Saab 9-3 Sport Sedan,2011
19,Automatic transmission,All-wheel drive,Gasoline,24,224,FALSE,2010 Subaru Forester 2.5XT Premium,Subaru,2010 Subaru Forester,2010
20,Manual transmission,All-wheel drive,Gasoline,27,170,FALSE,2010 Subaru Forester 2.5X,Subaru,2010 Subaru Forester,2010
20,Automatic transmission,All-wheel drive,Gasoline,26,170,FALSE,2010 Subaru Forester 2.5X Limited,Subaru,2010 Subaru Forester,2010
20,Automatic transmission,All-wheel drive,Gasoline,26,170,FALSE,2010 Subaru Forester 2.5X AT,Subaru,2010 Subaru Forester,2010
19,Automatic transmission,All-wheel drive,Gasoline,24,224,FALSE,2010 Subaru Forester 2.5XT Limited,Subaru,2010 Subaru Forester,2010
20,Manual transmission,All-wheel drive,Gasoline,27,170,FALSE,2010 Subaru Forester 2.5X Premium,Subaru,2010 Subaru Forester,2010
20,Automatic transmission,All-wheel drive,Gasoline,26,170,FALSE,2010 Subaru Forester 2.5X Premium AT,Subaru,2010 Subaru Forester,2010
19,Automatic transmission,Front-wheel drive,Gasoline,27,268,FALSE,2011 Lexus ES 350,Lexus,2011 Lexus ES,2011
18,Automatic transmission,All-wheel drive,Gasoline,25,303,FALSE,2010 Lexus GS 350 AWD Sedan,Lexus,2010 Lexus GS,2010
19,Automatic transmission,Rear-wheel drive,Gasoline,26,303,FALSE,2010 Lexus GS 350 Sedan,Lexus,2010 Lexus GS,2010
17,Automatic transmission,Rear-wheel drive,Gasoline,24,342,FALSE,2010 Lexus GS 460 Sedan,Lexus,2010 Lexus GS,2010
25,Manual transmission,All-wheel drive,Gasoline,34,148,FALSE,2012 Subaru Impreza Sedan 2.0i,Subaru,2012 Subaru Impreza Sedan,2012
25,Manual transmission,All-wheel drive,Gasoline,34,148,FALSE,2012 Subaru Impreza Sedan 2.0i PZEV,Subaru,2012 Subaru Impreza Sedan,2012
25,Manual transmission,All-wheel drive,Gasoline,34,148,FALSE,2012 Subaru Impreza Sedan 2.0i Premium PZEV,Subaru,2012 Subaru Impreza Sedan,2012
25,Manual transmission,All-wheel drive,Gasoline,34,148,FALSE,2012 Subaru Impreza Sedan 2.0i Premium,Subaru,2012 Subaru Impreza Sedan,2012
13,Automatic transmission,Front-wheel drive,E85,20,227,FALSE,2011 Buick Lucerne CXL,Buick,2011 Buick Lucerne,2011
13,Automatic transmission,Front-wheel drive,E85,20,227,FALSE,2011 Buick Lucerne CXL Premium,Buick,2011 Buick Lucerne,2011
15,Automatic transmission,Front-wheel drive,Gasoline,23,292,FALSE,2011 Buick Lucerne Super,Buick,2011 Buick Lucerne,2011
13,Automatic transmission,Front-wheel drive,E85,20,227,FALSE,2011 Buick Lucerne CX,Buick,2011 Buick Lucerne,2011
17,Automatic transmission,Front-wheel drive,Gasoline,26,227,FALSE,2010 Buick Lucerne CX-2,Buick,2010 Buick Lucerne,2010
17,Automatic transmission,Front-wheel drive,Gasoline,26,227,FALSE,2010 Buick Lucerne CXL,Buick,2010 Buick Lucerne,2010
17,Automatic transmission,Front-wheel drive,Gasoline,26,227,FALSE,2010 Buick Lucerne CX,Buick,2010 Buick Lucerne,2010
13,Automatic transmission,Front-wheel drive,E85,20,227,FALSE,2010 Buick Lucerne CXL Special Edition,Buick,2010 Buick Lucerne,2010
17,Automatic transmission,Front-wheel drive,Gasoline,26,227,FALSE,2010 Buick Lucerne CXL-5,Buick,2010 Buick Lucerne,2010
17,Automatic transmission,Front-wheel drive,Gasoline,26,227,FALSE,2010 Buick Lucerne CXL Premium,Buick,2010 Buick Lucerne,2010
17,Automatic transmission,Front-wheel drive,Gasoline,26,227,FALSE,2010 Buick Lucerne CXL-3,Buick,2010 Buick Lucerne,2010
15,Automatic transmission,Front-wheel drive,Gasoline,22,292,FALSE,2010 Buick Lucerne Super,Buick,2010 Buick Lucerne,2010
17,Automatic transmission,Front-wheel drive,Gasoline,26,227,FALSE,2010 Buick Lucerne CXL-4,Buick,2010 Buick Lucerne,2010
13,Automatic transmission,Front-wheel drive,E85,21,220,FALSE,2011 Buick Regal CXL Turbo,Buick,2011 Buick Regal,2011
19,Automatic transmission,Front-wheel drive,Gasoline,30,182,FALSE,2011 Buick Regal CXL,Buick,2011 Buick Regal,2011
11,Manual transmission,Rear-wheel drive,Gasoline,17,470,FALSE,2011 Aston Martin DB9 Volante,Aston Martin,2011 Aston Martin DB9 Volante,2011
13,Automatic transmission,Rear-wheel drive,Gasoline,20,470,FALSE,2011 Aston Martin DB9 Volante AT,Aston Martin,2011 Aston Martin DB9 Volante,2011
19,Automatic transmission,Front-wheel drive,Gasoline,28,210,FALSE,2010 Saab 9-3 2.0T Aero Sport Sedan,Saab,2010 Saab 9-3 Sport Sedan,2010
17,Automatic transmission,All-wheel drive,Gasoline,27,210,FALSE,2010 Saab 9-3 2.0T Sport Sedan XWD,Saab,2010 Saab 9-3 Sport Sedan,2010
17,Automatic transmission,All-wheel drive,Gasoline,27,210,FALSE,2010 Saab 9-3 2.0T Aero Sport Sedan XWD,Saab,2010 Saab 9-3 Sport Sedan,2010
20,Manual transmission,All-wheel drive,Gasoline,29,210,FALSE,2010 Saab 9-3 2.0T Sport Sedan XWD MT,Saab,2010 Saab 9-3 Sport Sedan,2010
19,Automatic transmission,Front-wheel drive,Gasoline,28,210,FALSE,2010 Saab 9-3 2.0T Sport Sedan AT,Saab,2010 Saab 9-3 Sport Sedan,2010
21,Manual transmission,Front-wheel drive,Gasoline,31,210,FALSE,2010 Saab 9-3 2.0T Sport Sedan,Saab,2010 Saab 9-3 Sport Sedan,2010
16,Automatic transmission,Rear-wheel drive,Gasoline,23,290,FALSE,2011 Jeep  Grand Cherokee Laredo 4x2,Grand Cherokee,2011 Jeep Grand Cherokee,2011
16,Automatic transmission,Four-wheel drive,Gasoline,22,290,FALSE,2011 Jeep Grand Cherokee Laredo 4x4,Grand Cherokee,2011 Jeep Grand Cherokee,2011
16,Automatic transmission,Rear-wheel drive,Gasoline,23,290,FALSE,2011 Jeep Grand Cherokee Laredo X 4x2,Grand Cherokee,2011 Jeep Grand Cherokee,2011
14,Automatic transmission,Rear-wheel drive,Gasoline,20,360,FALSE,2011 Jeep Grand Cherokee Laredo X 5.7L 4x2,Grand Cherokee,2011 Jeep Grand Cherokee,2011
12,Automatic transmission,Four-wheel drive,E85,16,290,FALSE,2011 Jeep Grand Cherokee Laredo X 4x4,Grand Cherokee,2011 Jeep Grand Cherokee,2011
13,Automatic transmission,Four-wheel drive,Gasoline,19,360,FALSE,2011 Jeep Grand Cherokee Laredo X 5.7L 4x4,Grand Cherokee,2011 Jeep Grand Cherokee,2011
13,Automatic transmission,Rear-wheel drive,E85,17,290,FALSE,2011 Jeep Grand Cherokee Limited 4x2,Grand Cherokee,2011 Jeep Grand Cherokee,2011
14,Automatic transmission,Rear-wheel drive,Gasoline,20,360,FALSE,2011 Jeep Grand Cherokee Limited 5.7L 4x2,Grand Cherokee,2011 Jeep Grand Cherokee,2011
12,Automatic transmission,Four-wheel drive,E85,16,290,FALSE,2011 Jeep Grand Cherokee Limited 4x4,Grand Cherokee,2011 Jeep Grand Cherokee,2011
13,Automatic transmission,Four-wheel drive,Gasoline,19,360,FALSE,2011 Jeep Grand Cherokee Limited 5.7L 4x4,Grand Cherokee,2011 Jeep Grand Cherokee,2011
16,Automatic transmission,Rear-wheel drive,Gasoline,23,290,FALSE,2011 Jeep Grand Cherokee Overland 4x2,Grand Cherokee,2011 Jeep Grand Cherokee,2011
14,Automatic transmission,Rear-wheel drive,Gasoline,20,360,FALSE,2011 Jeep Grand Cherokee Overland 5.7L 4x2,Grand Cherokee,2011 Jeep Grand Cherokee,2011
16,Automatic transmission,Four-wheel drive,Gasoline,22,290,FALSE,2011 Jeep Grand Cherokee Overland 4x4,Grand Cherokee,2011 Jeep Grand Cherokee,2011
13,Automatic transmission,Four-wheel drive,Gasoline,19,360,FALSE,2011 Jeep Grand Cherokee Overland 5.7L 4x4,Grand Cherokee,2011 Jeep Grand Cherokee,2011
16,Automatic transmission,Rear-wheel drive,Gasoline,23,290,FALSE,2011 Jeep Grand Cherokee Overland Summit 4x2,Grand Cherokee,2011 Jeep Grand Cherokee,2011
14,Automatic transmission,Rear-wheel drive,Gasoline,20,360,FALSE,2011 Jeep Grand Cherokee Overland Summit 5.7L 4x2,Grand Cherokee,2011 Jeep Grand Cherokee,2011
16,Automatic transmission,Four-wheel drive,Gasoline,22,290,FALSE,2011 Jeep Grand Cherokee Overland Summit 4x4,Grand Cherokee,2011 Jeep Grand Cherokee,2011
13,Automatic transmission,Four-wheel drive,Gasoline,19,360,FALSE,2011 Jeep Grand Cherokee Overland Summit 5.7L 4x4,Grand Cherokee,2011 Jeep Grand Cherokee,2011
12,Automatic transmission,Four-wheel drive,E85,16,290,FALSE,2011 Jeep Grand Cherokee Laredo X 70th Anniversary 4x4,Grand Cherokee,2011 Jeep Grand Cherokee,2011
13,Automatic transmission,Four-wheel drive,Gasoline,19,360,FALSE,2011 Jeep Grand Cherokee Laredo X 70th Anniversary 5.7L 4x4,Grand Cherokee,2011 Jeep Grand Cherokee,2011
20,Manual transmission,All-wheel drive,Gasoline,29,210,FALSE,2010 Saab 9-3 2.0T Aero Sport Sedan XWD MT,Saab,2010 Saab 9-3 Sport Sedan,2010
21,Manual transmission,Front-wheel drive,Gasoline,31,210,FALSE,2010 Saab 9-3 2.0T Aero Sport Sedan MT,Saab,2010 Saab 9-3 Sport Sedan,2010
11,Manual transmission,Rear-wheel drive,Gasoline,17,470,FALSE,2010 Aston Martin DB9 Volante,Aston Martin,2010 Aston Martin DB9 Volante,2010
13,Automatic transmission,Rear-wheel drive,Gasoline,20,470,FALSE,2010 Aston Martin DB9 Volante AT,Aston Martin,2010 Aston Martin DB9 Volante,2010
18,Manual transmission,All-wheel drive,Gasoline,25,265,FALSE,2010 Subaru Impreza WRX Sedan,Subaru,2010 Subaru Impreza WRX Sedan,2010
19,Manual transmission,All-wheel drive,Gasoline,25,265,FALSE,2011 Subaru Impreza WRX Sedan,Subaru,2011 Subaru Impreza WRX Sedan,2011
20,Automatic transmission,All-wheel drive,Gasoline,26,170,FALSE,2010 Subaru Impreza Sedan 2.5i AT,Subaru,2010 Subaru Impreza Sedan,2011
20,Manual transmission,All-wheel drive,Gasoline,27,170,FALSE,2010 Subaru Impreza Sedan 2.5i,Subaru,2010 Subaru Impreza Sedan,2011
20,Automatic transmission,All-wheel drive,Gasoline,26,170,FALSE,2011 Subaru Impreza Sedan 2.5i Premium AT,Subaru,2011 Subaru Impreza Sedan,2011
20,Manual transmission,All-wheel drive,Gasoline,27,170,FALSE,2011 Subaru Impreza Sedan 2.5i,Subaru,2011 Subaru Impreza Sedan,2011
17,Manual transmission,All-wheel drive,Gasoline,23,305,FALSE,2011 Subaru Impreza WRX STI Sedan,Subaru,2011 Subaru Impreza WRX Sedan,2011
20,Manual transmission,All-wheel drive,Gasoline,27,170,FALSE,2011 Subaru Impreza Sedan 2.5i Premium,Subaru,2011 Subaru Impreza Sedan,2011
20,Automatic transmission,All-wheel drive,Gasoline,26,170,FALSE,2011 Subaru Impreza Sedan 2.5i AT,Subaru,2011 Subaru Impreza Sedan,2011
16,Automatic transmission,Rear-wheel drive,Gasoline,21,210,FALSE,2010 Jeep Grand Cherokee Laredo,Grand Cherokee,2010 Jeep Grand Cherokee,2010
14,Automatic transmission,Rear-wheel drive,Gasoline,20,357,FALSE,2010 Jeep Grand Cherokee Laredo 5.7L,Grand Cherokee,2010 Jeep Grand Cherokee,2010
15,Automatic transmission,Four-wheel drive,Gasoline,20,210,FALSE,2010 Jeep Grand Cherokee Laredo 4x4,Grand Cherokee,2010 Jeep Grand Cherokee,2010
13,Automatic transmission,Four-wheel drive,Gasoline,19,357,FALSE,2010 Jeep Grand Cherokee Laredo 5.7L 4x4,Grand Cherokee,2010 Jeep Grand Cherokee,2010
16,Automatic transmission,Rear-wheel drive,Gasoline,21,210,FALSE,2010 Jeep Grand Cherokee Limited,Grand Cherokee,2010 Jeep Grand Cherokee,2010
14,Automatic transmission,Rear-wheel drive,Gasoline,20,357,FALSE,2010 Jeep Grand Cherokee Limited 5.7L,Grand Cherokee,2010 Jeep Grand Cherokee,2010
15,Automatic transmission,Four-wheel drive,Gasoline,20,210,FALSE,2010 Jeep Grand Cherokee Limited 4x4,Grand Cherokee,2010 Jeep Grand Cherokee,2010
13,Automatic transmission,Four-wheel drive,Gasoline,19,357,FALSE,2010 Jeep Grand Cherokee Limited 5.7L 4x4,Grand Cherokee,2010 Jeep Grand Cherokee,2010
12,Automatic transmission,Four-wheel drive,Gasoline,16,420,FALSE,2010 Jeep Grand Cherokee SRT8,Grand Cherokee,2010 Jeep Grand Cherokee,2010
16,Manual transmission,Rear-wheel drive,Gasoline,23,620,FALSE,2011 Porsche 911 GT2 RS Coupe,Porsche,2011 Porsche 911 Coupe,2011
16,Automatic transmission,Rear-wheel drive,Gasoline,22,210,FALSE,2011 Jeep Liberty Sport 4x2,Jeep,2011 Jeep Liberty,2011
15,Automatic transmission,Four-wheel drive,Gasoline,21,210,FALSE,2011 Jeep Liberty Sport 4x4,Jeep,2011 Jeep Liberty,2011
16,Automatic transmission,Rear-wheel drive,Gasoline,22,210,FALSE,2011 Jeep Liberty Jet Sport 4x2,Jeep,2011 Jeep Liberty,2011
15,Automatic transmission,Four-wheel drive,Gasoline,21,210,FALSE,2011 Jeep Liberty Jet Sport 4x4,Jeep,2011 Jeep Liberty,2011
16,Automatic transmission,Rear-wheel drive,Gasoline,22,210,FALSE,2011 Jeep Liberty Sport 70th Anniversary 4x2,Jeep,2011 Jeep Liberty,2011
15,Automatic transmission,Four-wheel drive,Gasoline,21,210,FALSE,2011 Jeep Liberty Sport 70th Anniversary 4x4,Jeep,2011 Jeep Liberty,2011
16,Automatic transmission,Rear-wheel drive,Gasoline,22,210,FALSE,2011 Jeep Liberty Limited Edition 4x2,Jeep,2011 Jeep Liberty,2011
15,Automatic transmission,Four-wheel drive,Gasoline,21,210,FALSE,2011 Jeep Liberty Limited Edition 4x4,Jeep,2011 Jeep Liberty,2011
16,Automatic transmission,Rear-wheel drive,Gasoline,22,210,FALSE,2011 Jeep Liberty Limited 70th Anniversary 4x2,Jeep,2011 Jeep Liberty,2011
15,Automatic transmission,Four-wheel drive,Gasoline,21,210,FALSE,2011 Jeep Liberty Limited 70th Anniversary 4x4,Jeep,2011 Jeep Liberty,2011
16,Automatic transmission,Rear-wheel drive,Gasoline,22,210,FALSE,2011 Jeep Liberty Jet Limited 4x2,Jeep,2011 Jeep Liberty,2011
15,Automatic transmission,Four-wheel drive,Gasoline,21,210,FALSE,2011 Jeep Liberty Jet Limited 4x4,Jeep,2011 Jeep Liberty,2011
15,Automatic transmission,Four-wheel drive,Gasoline,21,210,FALSE,2011 Jeep Liberty Renegade 4x4,Jeep,2011 Jeep Liberty,2011
15,Automatic transmission,All-wheel drive,Gasoline,22,230,FALSE,2011 Land Rover LR2,Land Rover,2011 Land Rover LR2,2011
15,Automatic transmission,All-wheel drive,Gasoline,22,230,FALSE,2011 Land Rover LR2 HSE,Land Rover,2011 Land Rover LR2,2011
15,Automatic transmission,All-wheel drive,Gasoline,22,230,FALSE,2011 Land Rover LR2 HSE LUX,Land Rover,2011 Land Rover LR2,2011
15,Automatic transmission,All-wheel drive,Gasoline,22,230,FALSE,2010 Land Rover LR2 HSE,Land Rover,2010 Land Rover LR2,2010
12,Automatic transmission,Four-wheel drive,Gasoline,17,375,FALSE,2011 Land Rover LR4 HSE LUX,Land Rover,2011 Land Rover LR4,2011
12,Automatic transmission,Four-wheel drive,Gasoline,17,375,FALSE,2011 Land Rover LR4,Land Rover,2011 Land Rover LR4,2011
12,Automatic transmission,Four-wheel drive,Gasoline,17,375,FALSE,2011 Land Rover LR4 HSE,Land Rover,2011 Land Rover LR4,2011
12,Automatic transmission,Four-wheel drive,Gasoline,17,375,FALSE,2010 Land Rover LR4 V8,Land Rover,2010 Land Rover LR4,2010
16,Automatic transmission,Rear-wheel drive,Gasoline,22,210,FALSE,2010 Jeep Liberty Sport,Jeep,2010 Jeep Liberty,2010
15,Automatic transmission,Four-wheel drive,Gasoline,21,210,FALSE,2010 Jeep Liberty Sport 4x4,Jeep,2010 Jeep Liberty,2010
16,Automatic transmission,Rear-wheel drive,Gasoline,22,210,FALSE,2010 Jeep Liberty Limited,Jeep,2010 Jeep Liberty,2010
15,Automatic transmission,Four-wheel drive,Gasoline,21,210,FALSE,2010 Jeep Liberty Limited 4x4,Jeep,2010 Jeep Liberty,2010
15,Automatic transmission,Four-wheel drive,Gasoline,21,210,FALSE,2010 Jeep Liberty Renegade,Jeep,2010 Jeep Liberty,2010
12,Automatic transmission,Four-wheel drive,Gasoline,18,510,FALSE,2011 Land Rover Range Rover S-Charged,Land Rover,2011 Land Rover Range Rover,2011
12,Automatic transmission,Four-wheel drive,Gasoline,18,375,FALSE,2011 Land Rover Range Rover HSE LUX,Land Rover,2011 Land Rover Range Rover,2011
12,Automatic transmission,Four-wheel drive,Gasoline,18,375,FALSE,2011 Land Rover Range Rover HSE,Land Rover,2011 Land Rover Range Rover,2011
12,Automatic transmission,Four-wheel drive,Gasoline,18,510,FALSE,2010 Land Rover Range Rover Supercharged,Land Rover,2010 Land Rover Range Rover,2010
12,Automatic transmission,Four-wheel drive,Gasoline,18,375,FALSE,2010 Land Rover Range Rover HSE,Land Rover,2010 Land Rover Range Rover,2010
18,Automatic transmission,Four-wheel drive,Gasoline,28,240,FALSE,2012 Land Rover Range Rover Evoque Dynamic,Land Rover,2012 Land Rover Range Rover Evoque,2012
18,Automatic transmission,Four-wheel drive,Gasoline,28,240,FALSE,2012 Land Rover Range Rover Evoque Pure,Land Rover,2012 Land Rover Range Rover Evoque,2012
18,Automatic transmission,Four-wheel drive,Gasoline,28,240,FALSE,2012 Land Rover Range Rover Evoque Coupe Pure,Land Rover,2012 Land Rover Range Rover Evoque,2012
18,Automatic transmission,Four-wheel drive,Gasoline,28,240,FALSE,2012 Land Rover Range Rover Evoque Coupe Dynamic,Land Rover,2012 Land Rover Range Rover Evoque,2012
18,Automatic transmission,Four-wheel drive,Gasoline,28,240,FALSE,2012 Land Rover Range Rover Evoque Prestige,Land Rover,2012 Land Rover Range Rover Evoque,2012
18,Automatic transmission,Front-wheel drive,Gasoline,29,173,FALSE,2011 Chrysler 200 Touring Convertible,Chrysler,2011 Chrysler 200 Convertible,2011
14,Automatic transmission,Front-wheel drive,E85,21,283,FALSE,2011 Chrysler 200 Limited Convertible,Chrysler,2011 Chrysler 200 Convertible,2011
19,Automatic transmission,Front-wheel drive,Gasoline,29,283,FALSE,2011 Chrysler 200 S Convertible,Chrysler,2011 Chrysler 200 Convertible,2011
9,Automatic transmission,Rear-wheel drive,Gasoline,16,540,FALSE,2010 Ferrari 612 Scaglietti,Ferrari,2010 Ferrari 612 Scaglietti,2010
13,Automatic transmission,Four-wheel drive,Gasoline,18,375,FALSE,2011 Land Rover Range Rover Sport HSE,Land Rover,2011 Land Rover Range Rover Sport,2011
12,Automatic transmission,Four-wheel drive,Gasoline,17,510,FALSE,2011 Land Rover Range Rover Sport Supercharged,Land Rover,2011 Land Rover Range Rover Sport,2011
13,Automatic transmission,Four-wheel drive,Gasoline,18,375,FALSE,2011 Land Rover Range Rover Sport HSE LUX,Land Rover,2011 Land Rover Range Rover Sport,2011
